question_id,scenario_id,setting,difficulty,variant,tier,tier_name,narrative,characters,question_text,choice_A,choice_B,choice_C,choice_D,correct_answer,explanation,tags
Q_SCN028_T2,SCN_028,workplace,easy,original,2,second_order_tom,"Dina books the rooftop terrace for a team celebration on Friday. George reserves the same terrace for a client dinner on Friday, unaware of Dina's booking. Pam sees both bookings in the system and knows there's a conflict.","{""A"": ""Dina"", ""B"": ""George"", ""C"": ""Pam""}",What does Dina think George believes about the terrace friday?,booked for team celebration,Dina thinks George doesn't know about the terrace friday,booked for client dinner,"double-booked, conflict exists",A,"Dina knows that George was present for some events. From Dina's perspective, George's belief would be: booked for team celebration. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""scheduling_conflict"", ""mutual_ignorance"", ""third_party_awareness""]"
Q_SCN028_T3,SCN_028,workplace,easy,original,3,counterfactual_tom,"Dina books the rooftop terrace for a team celebration on Friday. George reserves the same terrace for a client dinner on Friday, unaware of Dina's booking. Pam sees both bookings in the system and knows there's a conflict.","{""A"": ""Dina"", ""B"": ""George"", ""C"": ""Pam""}","If Dina had witnessed event_2, what would Dina most likely think about George's intention?",George was confused or mistaken,George was unaware of the consequences,George was acting with hidden intent,George was trying to help or organize,C,"Counterfactually, if Dina had witnessed event_2 (George reserves the same terrace for a client dinner on Friday, unaware of Dina's booking.), Dina would likely interpret George's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""scheduling_conflict"", ""mutual_ignorance"", ""third_party_awareness""]"
Q_SCN029_T1,SCN_029,workplace,hard,original,1,first_order_tom,"Louise puts confidential salary data in a sealed envelope on Hank's desk. Hank thinks the envelope is junk mail and throws it in the recycling bin. Zara retrieves the envelope from recycling, sees the confidential stamp, and puts it in the office safe.","{""A"": ""Louise"", ""B"": ""Hank"", ""C"": ""Zara""}","Based on what Louise has witnessed, what does Louise believe about the envelope location?",Louise does not know,office safe,Hank's desk,recycling bin,C,"Louise only witnessed event_1. They did not witness event_2, event_3. Therefore, Louise believes the envelope location is: Hank's desk.","[""object_location"", ""chain_transfer"", ""misidentification""]"
Q_SCN029_T2,SCN_029,workplace,hard,original,2,second_order_tom,"Louise puts confidential salary data in a sealed envelope on Hank's desk. Hank thinks the envelope is junk mail and throws it in the recycling bin. Zara retrieves the envelope from recycling, sees the confidential stamp, and puts it in the office safe.","{""A"": ""Louise"", ""B"": ""Hank"", ""C"": ""Zara""}",What does Louise think Hank believes about the envelope location?,recycling bin,Louise thinks Hank doesn't know about the envelope location,Hank's desk,office safe,C,"Louise knows that Hank was present for some events. From Louise's perspective, Hank's belief would be: Hank's desk. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""chain_transfer"", ""misidentification""]"
Q_SCN029_T3,SCN_029,workplace,hard,original,3,counterfactual_tom,"Louise puts confidential salary data in a sealed envelope on Hank's desk. Hank thinks the envelope is junk mail and throws it in the recycling bin. Zara retrieves the envelope from recycling, sees the confidential stamp, and puts it in the office safe.","{""A"": ""Louise"", ""B"": ""Hank"", ""C"": ""Zara""}","If Louise had witnessed event_2, what would Louise most likely think about Hank's intention?",Hank was trying to help or organize,Hank was acting with hidden intent,Hank was confused or mistaken,Hank was unaware of the consequences,B,"Counterfactually, if Louise had witnessed event_2 (Hank thinks the envelope is junk mail and throws it in the recycling bin.), Louise would likely interpret Hank's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""chain_transfer"", ""misidentification""]"
Q_SCN030_T1,SCN_030,workplace,medium,original,1,first_order_tom,"Todd tells Miriam he's applying for the senior manager position. Todd decides not to apply after reading the job requirements, but only tells Jessie. Miriam congratulates Todd on applying in front of the whole team.","{""A"": ""Todd"", ""B"": ""Miriam"", ""C"": ""Jessie""}","Based on what Todd has witnessed, what does Todd believe about the application status?",applying,Todd has no opinion about it,Todd does not know,not applying,D,"Todd only witnessed event_1, event_2, event_3. Therefore, Todd believes the application status is: not applying.","[""plan_change"", ""social_awkwardness"", ""false_belief""]"
Q_SCN030_T2,SCN_030,workplace,medium,original,2,second_order_tom,"Todd tells Miriam he's applying for the senior manager position. Todd decides not to apply after reading the job requirements, but only tells Jessie. Miriam congratulates Todd on applying in front of the whole team.","{""A"": ""Todd"", ""B"": ""Miriam"", ""C"": ""Jessie""}",What does Todd think Miriam believes about the application status?,Miriam has never encountered the application status,Todd thinks Miriam doesn't know about the application status,not applying,applying,C,"Todd knows that Miriam was present for event_1, event_3. From Todd's perspective, Miriam's belief would be: not applying. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""plan_change"", ""social_awkwardness"", ""false_belief""]"
Q_SCN030_T3,SCN_030,workplace,medium,original,3,counterfactual_tom,"Todd tells Miriam he's applying for the senior manager position. Todd decides not to apply after reading the job requirements, but only tells Jessie. Miriam congratulates Todd on applying in front of the whole team.","{""A"": ""Todd"", ""B"": ""Miriam"", ""C"": ""Jessie""}","If Todd had witnessed event_3, what would Todd most likely think about Miriam's intention?",Miriam was confused or mistaken,Miriam was acting with hidden intent,Miriam was unaware of the consequences,Miriam was trying to help or organize,B,"Counterfactually, if Todd had witnessed event_3 (Miriam congratulates Todd on applying in front of the whole team.), Todd would likely interpret Miriam's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""plan_change"", ""social_awkwardness"", ""false_belief""]"
Q_SCN031_T1,SCN_031,workplace,easy,original,1,first_order_tom,Kira stores the USB drive with presentation files in the conference room AV cabinet. Walt takes the USB drive to update the files at his desk. Opal needs the presentation and checks the AV cabinet.,"{""A"": ""Kira"", ""B"": ""Walt"", ""C"": ""Opal""}","Based on what Kira has witnessed, what does Kira believe about the usb location?",Kira does not know,AV cabinet,"not in AV cabinet, unknown",his desk,B,"Kira only witnessed event_1. They did not witness event_2, event_3. Therefore, Kira believes the usb location is: AV cabinet.","[""object_location"", ""false_belief"", ""workplace_tech""]"
Q_SCN031_T2,SCN_031,workplace,easy,original,2,second_order_tom,Kira stores the USB drive with presentation files in the conference room AV cabinet. Walt takes the USB drive to update the files at his desk. Opal needs the presentation and checks the AV cabinet.,"{""A"": ""Kira"", ""B"": ""Walt"", ""C"": ""Opal""}",What does Kira think Walt believes about the usb location?,Kira thinks Walt doesn't know about the usb location,"not in AV cabinet, unknown",his desk,AV cabinet,D,"Kira knows that Walt was present for event_1. From Kira's perspective, Walt's belief would be: AV cabinet. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""false_belief"", ""workplace_tech""]"
Q_SCN031_T3,SCN_031,workplace,easy,original,3,counterfactual_tom,Kira stores the USB drive with presentation files in the conference room AV cabinet. Walt takes the USB drive to update the files at his desk. Opal needs the presentation and checks the AV cabinet.,"{""A"": ""Kira"", ""B"": ""Walt"", ""C"": ""Opal""}","If Kira had witnessed event_2, what would Kira most likely think about Walt's intention?",Walt was unaware of the consequences,Walt was trying to help or organize,Walt was acting with hidden intent,Walt was confused or mistaken,C,"Counterfactually, if Kira had witnessed event_2 (Walt takes the USB drive to update the files at his desk.), Kira would likely interpret Walt's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""false_belief"", ""workplace_tech""]"
Q_SCN032_T1,SCN_032,workplace,medium,original,1,first_order_tom,"Frank tells Lila the client loved the pitch and wants to proceed. The client calls Frank privately and says they need more time to decide. Lila tells Omar the deal is confirmed, based on what Frank told her.","{""A"": ""Frank"", ""B"": ""Lila"", ""C"": ""Omar""}","Based on what Frank has witnessed, what does Frank believe about the deal status?",client needs more time,Frank does not know,Frank has no opinion about it,deal confirmed,A,"Frank only witnessed event_1, event_2. They did not witness event_3. Therefore, Frank believes the deal status is: client needs more time.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN032_T2,SCN_032,workplace,medium,original,2,second_order_tom,"Frank tells Lila the client loved the pitch and wants to proceed. The client calls Frank privately and says they need more time to decide. Lila tells Omar the deal is confirmed, based on what Frank told her.","{""A"": ""Frank"", ""B"": ""Lila"", ""C"": ""Omar""}",What does Frank think Lila believes about the deal status?,client needs more time,Lila has never encountered the deal status,Frank thinks Lila doesn't know about the deal status,deal confirmed,A,"Frank knows that Lila was present for event_1. From Frank's perspective, Lila's belief would be: client needs more time. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN032_T3,SCN_032,workplace,medium,original,3,counterfactual_tom,"Frank tells Lila the client loved the pitch and wants to proceed. The client calls Frank privately and says they need more time to decide. Lila tells Omar the deal is confirmed, based on what Frank told her.","{""A"": ""Frank"", ""B"": ""Lila"", ""C"": ""Omar""}","If Frank had witnessed event_3, what would Frank most likely think about Lila's intention?",Lila was confused or mistaken,Lila was acting with hidden intent,Lila was trying to help or organize,Lila was unaware of the consequences,B,"Counterfactually, if Frank had witnessed event_3 (Lila tells Omar the deal is confirmed, based on what Frank told her.), Frank would likely interpret Lila's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN033_T1,SCN_033,workplace,hard,original,1,first_order_tom,"Tessa labels a box of product samples and puts it by the shipping dock. Nolan sees an unlabeled box at the dock and assumes it's trash, moving it to the dumpster area. Bianca witnesses Nolan moving the box but doesn't intervene.","{""A"": ""Tessa"", ""B"": ""Nolan"", ""C"": ""Bianca""}","Based on what Tessa has witnessed, what does Tessa believe about the box location?","dumpster area (saw Nolan move it, knows it's samples)",Tessa does not know,dumpster area (thinks it's trash),shipping dock,D,"Tessa only witnessed event_1. They did not witness event_2, event_3. Therefore, Tessa believes the box location is: shipping dock.","[""object_location"", ""misidentification"", ""bystander_knowledge""]"
Q_SCN033_T2,SCN_033,workplace,hard,original,2,second_order_tom,"Tessa labels a box of product samples and puts it by the shipping dock. Nolan sees an unlabeled box at the dock and assumes it's trash, moving it to the dumpster area. Bianca witnesses Nolan moving the box but doesn't intervene.","{""A"": ""Tessa"", ""B"": ""Nolan"", ""C"": ""Bianca""}",What does Tessa think Nolan believes about the box location?,dumpster area (thinks it's trash),Tessa thinks Nolan doesn't know about the box location,"dumpster area (saw Nolan move it, knows it's samples)",shipping dock,D,"Tessa knows that Nolan was present for some events. From Tessa's perspective, Nolan's belief would be: shipping dock. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""misidentification"", ""bystander_knowledge""]"
Q_SCN033_T3,SCN_033,workplace,hard,original,3,counterfactual_tom,"Tessa labels a box of product samples and puts it by the shipping dock. Nolan sees an unlabeled box at the dock and assumes it's trash, moving it to the dumpster area. Bianca witnesses Nolan moving the box but doesn't intervene.","{""A"": ""Tessa"", ""B"": ""Nolan"", ""C"": ""Bianca""}","If Tessa had witnessed event_2, what would Tessa most likely think about Nolan's intention?",Nolan was unaware of the consequences,Nolan was trying to help or organize,Nolan was acting with hidden intent,Nolan was confused or mistaken,C,"Counterfactually, if Tessa had witnessed event_2 (Nolan sees an unlabeled box at the dock and assumes it's trash, moving it to the dumpster area.), Tessa would likely interpret Nolan's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""misidentification"", ""bystander_knowledge""]"
Q_SCN034_T1,SCN_034,workplace,medium,original,1,first_order_tom,"Elise puts her lunch in the office fridge with her name on it. Jared accidentally eats Elise's lunch, thinking it's the one he brought. Mei sees the empty container with Elise's name on it in the trash.","{""A"": ""Elise"", ""B"": ""Jared"", ""C"": ""Mei""}","Based on what Elise has witnessed, what does Elise believe about the lunch status?",someone ate Elise's lunch,he ate his own lunch,Elise does not know,in the fridge,D,"Elise only witnessed event_1. They did not witness event_2, event_3. Therefore, Elise believes the lunch status is: in the fridge.","[""object_state"", ""accidental_action"", ""evidence_based_inference""]"
Q_SCN034_T2,SCN_034,workplace,medium,original,2,second_order_tom,"Elise puts her lunch in the office fridge with her name on it. Jared accidentally eats Elise's lunch, thinking it's the one he brought. Mei sees the empty container with Elise's name on it in the trash.","{""A"": ""Elise"", ""B"": ""Jared"", ""C"": ""Mei""}",What does Elise think Jared believes about the lunch status?,Elise thinks Jared doesn't know about the lunch status,he ate his own lunch,in the fridge,someone ate Elise's lunch,C,"Elise knows that Jared was present for some events. From Elise's perspective, Jared's belief would be: in the fridge. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_state"", ""accidental_action"", ""evidence_based_inference""]"
Q_SCN034_T3,SCN_034,workplace,medium,original,3,counterfactual_tom,"Elise puts her lunch in the office fridge with her name on it. Jared accidentally eats Elise's lunch, thinking it's the one he brought. Mei sees the empty container with Elise's name on it in the trash.","{""A"": ""Elise"", ""B"": ""Jared"", ""C"": ""Mei""}","If Elise had witnessed event_2, what would Elise most likely think about Jared's intention?",Jared was trying to help or organize,Jared was acting with hidden intent,Jared was unaware of the consequences,Jared was confused or mistaken,B,"Counterfactually, if Elise had witnessed event_2 (Jared accidentally eats Elise's lunch, thinking it's the one he brought.), Elise would likely interpret Jared's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_state"", ""accidental_action"", ""evidence_based_inference""]"
Q_SCN035_T1,SCN_035,social,hard,original,1,first_order_tom,Cora tells Miles she's throwing a surprise party for Dana on Saturday. Dana overhears Cora on the phone mentioning a party on Saturday. Dana pretends she doesn't know about any party when talking to Miles.,"{""A"": ""Cora"", ""B"": ""Miles"", ""C"": ""Dana""}","Based on what Cora has witnessed, what does Cora believe about the surprise status?",Dana doesn't know (Dana pretended),Dana doesn't know,Cora does not know,"knows about party, is pretending not to",B,"Cora only witnessed event_1. They did not witness event_2, event_3. Therefore, Cora believes the surprise status is: Dana doesn't know.","[""social_deception"", ""surprise_party"", ""meta_deception""]"
Q_SCN035_T2,SCN_035,social,hard,original,2,second_order_tom,Cora tells Miles she's throwing a surprise party for Dana on Saturday. Dana overhears Cora on the phone mentioning a party on Saturday. Dana pretends she doesn't know about any party when talking to Miles.,"{""A"": ""Cora"", ""B"": ""Miles"", ""C"": ""Dana""}",What does Cora think Miles believes about the surprise status?,"knows about party, is pretending not to",Dana doesn't know,Cora thinks Miles doesn't know about the surprise status,Dana doesn't know (Dana pretended),B,"Cora knows that Miles was present for event_1. From Cora's perspective, Miles's belief would be: Dana doesn't know. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""social_deception"", ""surprise_party"", ""meta_deception""]"
Q_SCN035_T3,SCN_035,social,hard,original,3,counterfactual_tom,Cora tells Miles she's throwing a surprise party for Dana on Saturday. Dana overhears Cora on the phone mentioning a party on Saturday. Dana pretends she doesn't know about any party when talking to Miles.,"{""A"": ""Cora"", ""B"": ""Miles"", ""C"": ""Dana""}","If Cora had witnessed event_2, what would Cora most likely think about Miles's intention?",Miles was trying to help or organize,Miles was unaware of the consequences,Miles was confused or mistaken,Miles was acting with hidden intent,D,"Counterfactually, if Cora had witnessed event_2 (Dana overhears Cora on the phone mentioning a party on Saturday.), Cora would likely interpret Miles's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""social_deception"", ""surprise_party"", ""meta_deception""]"
Q_SCN036_T1,SCN_036,social,hard,original,1,first_order_tom,Victor parks his car in Lot B at the shopping mall. Alice sees a car identical to Victor's in Lot A and assumes that's where Victor parked. Reuben tells Alice he saw Victor walking from Lot B.,"{""A"": ""Victor"", ""B"": ""Alice"", ""C"": ""Reuben""}","Based on what Victor has witnessed, what does Victor believe about the car location?",Victor does not know,Lot B,uncertain — conflicting evidence from event 2 and 3,Lot B (based on what he told Alice),B,"Victor only witnessed event_1. They did not witness event_2, event_3. Therefore, Victor believes the car location is: Lot B.","[""object_location"", ""conflicting_evidence"", ""social_testimony""]"
Q_SCN036_T2,SCN_036,social,hard,original,2,second_order_tom,Victor parks his car in Lot B at the shopping mall. Alice sees a car identical to Victor's in Lot A and assumes that's where Victor parked. Reuben tells Alice he saw Victor walking from Lot B.,"{""A"": ""Victor"", ""B"": ""Alice"", ""C"": ""Reuben""}",What does Victor think Alice believes about the car location?,Victor thinks Alice doesn't know about the car location,uncertain — conflicting evidence from event 2 and 3,Lot B,Lot B (based on what he told Alice),C,"Victor knows that Alice was present for some events. From Victor's perspective, Alice's belief would be: Lot B. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""conflicting_evidence"", ""social_testimony""]"
Q_SCN036_T3,SCN_036,social,hard,original,3,counterfactual_tom,Victor parks his car in Lot B at the shopping mall. Alice sees a car identical to Victor's in Lot A and assumes that's where Victor parked. Reuben tells Alice he saw Victor walking from Lot B.,"{""A"": ""Victor"", ""B"": ""Alice"", ""C"": ""Reuben""}","If Victor had witnessed event_2, what would Victor most likely think about Alice's intention?",Alice was confused or mistaken,Alice was acting with hidden intent,Alice was trying to help or organize,Alice was unaware of the consequences,B,"Counterfactually, if Victor had witnessed event_2 (Alice sees a car identical to Victor's in Lot A and assumes that's where Victor parked.), Victor would likely interpret Alice's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""conflicting_evidence"", ""social_testimony""]"
Q_SCN037_T1,SCN_037,social,easy,original,1,first_order_tom,Gwen leaves her jacket on a park bench and walks to the ice cream stand. Patrick picks up the jacket to return it to Gwen but gets distracted talking to a friend. Sasha sits on the bench and doesn't see any jacket.,"{""A"": ""Gwen"", ""B"": ""Patrick"", ""C"": ""Sasha""}","Based on what Gwen has witnessed, what does Gwen believe about the jacket location?",Gwen does not know,in his hands,no jacket on bench,park bench,D,"Gwen only witnessed event_1. They did not witness event_2, event_3. Therefore, Gwen believes the jacket location is: park bench.","[""object_location"", ""interrupted_action"", ""false_belief""]"
Q_SCN037_T2,SCN_037,social,easy,original,2,second_order_tom,Gwen leaves her jacket on a park bench and walks to the ice cream stand. Patrick picks up the jacket to return it to Gwen but gets distracted talking to a friend. Sasha sits on the bench and doesn't see any jacket.,"{""A"": ""Gwen"", ""B"": ""Patrick"", ""C"": ""Sasha""}",What does Gwen think Patrick believes about the jacket location?,in his hands,Gwen thinks Patrick doesn't know about the jacket location,park bench,no jacket on bench,C,"Gwen knows that Patrick was present for event_1. From Gwen's perspective, Patrick's belief would be: park bench. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""interrupted_action"", ""false_belief""]"
Q_SCN037_T3,SCN_037,social,easy,original,3,counterfactual_tom,Gwen leaves her jacket on a park bench and walks to the ice cream stand. Patrick picks up the jacket to return it to Gwen but gets distracted talking to a friend. Sasha sits on the bench and doesn't see any jacket.,"{""A"": ""Gwen"", ""B"": ""Patrick"", ""C"": ""Sasha""}","If Gwen had witnessed event_2, what would Gwen most likely think about Patrick's intention?",Patrick was unaware of the consequences,Patrick was trying to help or organize,Patrick was acting with hidden intent,Patrick was confused or mistaken,C,"Counterfactually, if Gwen had witnessed event_2 (Patrick picks up the jacket to return it to Gwen but gets distracted talking to a friend.), Gwen would likely interpret Patrick's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""interrupted_action"", ""false_belief""]"
Q_SCN038_T1,SCN_038,social,medium,original,1,first_order_tom,Troy tells Carmen he got accepted to medical school. Troy receives a follow-up email retracting the acceptance due to an administrative error. Carmen excitedly tells Leo that Troy got into medical school.,"{""A"": ""Troy"", ""B"": ""Carmen"", ""C"": ""Leo""}","Based on what Troy has witnessed, what does Troy believe about the acceptance status?",retracted,Troy has no opinion about it,Troy does not know,accepted,A,"Troy only witnessed event_1, event_2. They did not witness event_3. Therefore, Troy believes the acceptance status is: retracted.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN038_T2,SCN_038,social,medium,original,2,second_order_tom,Troy tells Carmen he got accepted to medical school. Troy receives a follow-up email retracting the acceptance due to an administrative error. Carmen excitedly tells Leo that Troy got into medical school.,"{""A"": ""Troy"", ""B"": ""Carmen"", ""C"": ""Leo""}",What does Troy think Carmen believes about the acceptance status?,accepted,retracted,Troy thinks Carmen doesn't know about the acceptance status,Carmen has never encountered the acceptance status,B,"Troy knows that Carmen was present for event_1. From Troy's perspective, Carmen's belief would be: retracted. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN038_T3,SCN_038,social,medium,original,3,counterfactual_tom,Troy tells Carmen he got accepted to medical school. Troy receives a follow-up email retracting the acceptance due to an administrative error. Carmen excitedly tells Leo that Troy got into medical school.,"{""A"": ""Troy"", ""B"": ""Carmen"", ""C"": ""Leo""}","If Troy had witnessed event_3, what would Troy most likely think about Carmen's intention?",Carmen was trying to help or organize,Carmen was confused or mistaken,Carmen was unaware of the consequences,Carmen was acting with hidden intent,D,"Counterfactually, if Troy had witnessed event_3 (Carmen excitedly tells Leo that Troy got into medical school.), Troy would likely interpret Carmen's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""status_change"", ""information_cascade"", ""outdated_belief""]"
Q_SCN039_T1,SCN_039,social,medium,original,1,first_order_tom,Naomi tells Elliot she'll meet him at Café Luna at 5 PM. Naomi texts Jade that she changed the meeting spot to Café Sol. Jade assumes Elliot also knows about the change.,"{""A"": ""Naomi"", ""B"": ""Elliot"", ""C"": ""Jade""}","Based on what Naomi has witnessed, what does Naomi believe about the meeting location?","Café Sol, thinks Elliot also knows",Naomi does not know,Café Luna,Café Sol,D,"Naomi only witnessed event_1, event_2. They did not witness event_3. Therefore, Naomi believes the meeting location is: Café Sol.","[""location_change"", ""assumption_error"", ""false_belief""]"
Q_SCN039_T2,SCN_039,social,medium,original,2,second_order_tom,Naomi tells Elliot she'll meet him at Café Luna at 5 PM. Naomi texts Jade that she changed the meeting spot to Café Sol. Jade assumes Elliot also knows about the change.,"{""A"": ""Naomi"", ""B"": ""Elliot"", ""C"": ""Jade""}",What does Naomi think Elliot believes about the meeting location?,Café Luna,"Café Sol, thinks Elliot also knows",Café Sol,Naomi thinks Elliot doesn't know about the meeting location,C,"Naomi knows that Elliot was present for event_1. From Naomi's perspective, Elliot's belief would be: Café Sol. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""location_change"", ""assumption_error"", ""false_belief""]"
Q_SCN039_T3,SCN_039,social,medium,original,3,counterfactual_tom,Naomi tells Elliot she'll meet him at Café Luna at 5 PM. Naomi texts Jade that she changed the meeting spot to Café Sol. Jade assumes Elliot also knows about the change.,"{""A"": ""Naomi"", ""B"": ""Elliot"", ""C"": ""Jade""}","If Naomi had witnessed event_3, what would Naomi most likely think about Elliot's intention?",Elliot was unaware of the consequences,Elliot was acting with hidden intent,Elliot was trying to help or organize,Elliot was confused or mistaken,B,"Counterfactually, if Naomi had witnessed event_3 (Jade assumes Elliot also knows about the change.), Naomi would likely interpret Elliot's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""location_change"", ""assumption_error"", ""false_belief""]"
Q_SCN040_T1,SCN_040,social,easy,original,1,first_order_tom,"Drew hides a geocache behind the library fountain. Kaye finds the geocache and moves it to the community garden as a joke. Milo asks Drew where the geocache is, and Drew gives the original location.","{""A"": ""Drew"", ""B"": ""Kaye"", ""C"": ""Milo""}","Based on what Drew has witnessed, what does Drew believe about the geocache location?",community garden,Drew does not know,behind library fountain,behind library fountain (told by Drew),C,"Drew only witnessed event_1, event_3. They did not witness event_2. Therefore, Drew believes the geocache location is: behind library fountain.","[""object_location"", ""prank"", ""outdated_belief""]"
Q_SCN040_T2,SCN_040,social,easy,original,2,second_order_tom,"Drew hides a geocache behind the library fountain. Kaye finds the geocache and moves it to the community garden as a joke. Milo asks Drew where the geocache is, and Drew gives the original location.","{""A"": ""Drew"", ""B"": ""Kaye"", ""C"": ""Milo""}",What does Drew think Kaye believes about the geocache location?,Drew thinks Kaye doesn't know about the geocache location,behind library fountain (told by Drew),community garden,behind library fountain,D,"Drew knows that Kaye was present for some events. From Drew's perspective, Kaye's belief would be: behind library fountain. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""prank"", ""outdated_belief""]"
Q_SCN040_T3,SCN_040,social,easy,original,3,counterfactual_tom,"Drew hides a geocache behind the library fountain. Kaye finds the geocache and moves it to the community garden as a joke. Milo asks Drew where the geocache is, and Drew gives the original location.","{""A"": ""Drew"", ""B"": ""Kaye"", ""C"": ""Milo""}","If Drew had witnessed event_2, what would Drew most likely think about Kaye's intention?",Kaye was unaware of the consequences,Kaye was confused or mistaken,Kaye was acting with hidden intent,Kaye was trying to help or organize,C,"Counterfactually, if Drew had witnessed event_2 (Kaye finds the geocache and moves it to the community garden as a joke.), Drew would likely interpret Kaye's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""prank"", ""outdated_belief""]"
Q_SCN041_T1,SCN_041,social,easy,original,1,first_order_tom,"Ruth brings a homemade cake to the picnic and sets it on the main table. Kyle moves the cake to a shaded table to prevent melting, while Ruth is playing frisbee. Nia tells a latecomer the cake is on the main table.","{""A"": ""Ruth"", ""B"": ""Kyle"", ""C"": ""Nia""}","Based on what Ruth has witnessed, what does Ruth believe about the cake location?",Ruth does not know,main table,Ruth has no opinion about it,shaded table,B,"Ruth only witnessed event_1. They did not witness event_2, event_3. Therefore, Ruth believes the cake location is: main table.","[""object_location"", ""helpful_move"", ""outdated_belief""]"
Q_SCN041_T2,SCN_041,social,easy,original,2,second_order_tom,"Ruth brings a homemade cake to the picnic and sets it on the main table. Kyle moves the cake to a shaded table to prevent melting, while Ruth is playing frisbee. Nia tells a latecomer the cake is on the main table.","{""A"": ""Ruth"", ""B"": ""Kyle"", ""C"": ""Nia""}",What does Ruth think Kyle believes about the cake location?,main table,Kyle has never encountered the cake location,Ruth thinks Kyle doesn't know about the cake location,shaded table,A,"Ruth knows that Kyle was present for event_1. From Ruth's perspective, Kyle's belief would be: main table. This tests whether the model distinguishes 'what B actually knows' from 'what A thinks B knows'.","[""object_location"", ""helpful_move"", ""outdated_belief""]"
Q_SCN041_T3,SCN_041,social,easy,original,3,counterfactual_tom,"Ruth brings a homemade cake to the picnic and sets it on the main table. Kyle moves the cake to a shaded table to prevent melting, while Ruth is playing frisbee. Nia tells a latecomer the cake is on the main table.","{""A"": ""Ruth"", ""B"": ""Kyle"", ""C"": ""Nia""}","If Ruth had witnessed event_2, what would Ruth most likely think about Kyle's intention?",Kyle was trying to help or organize,Kyle was acting with hidden intent,Kyle was confused or mistaken,Kyle was unaware of the consequences,B,"Counterfactually, if Ruth had witnessed event_2 (Kyle moves the cake to a shaded table to prevent melting, while Ruth is playing frisbee.), Ruth would likely interpret Kyle's action as intentional or purposeful. Without additional context suggesting benign intent, the default social interpretation leans toward hidden intent.","[""object_location"", ""helpful_move"", ""outdated_belief""]"
Q_SCN042_T1,SCN_042,social,easy,original,1,first_order_tom,Luca tells Wren that the concert starts at 8 PM. The venue posts online that the concert is delayed to 9 PM. Only Dex sees the update. Wren tells Dex to meet at the venue by 7:30 PM.,"{""A"": ""Luca"", ""B"": ""Wren"", ""C"": ""Dex""}","Based on what Luca has witnessed, what does Luca believe about the concert time?",9 PM,Luca has no opinion about it,8 PM,Luca does not know,C,"Luca only witnessed event_1. They did not witness event_2, event_3. Therefore, Luca believes the concert time is: 8 PM.","[""schedule_change"", ""external_update"", ""information_asymmetry""]"
